Name,Studio,Year,Description,Tags,Image_Link,Iframe_Link
"Ryuudouji shimon no inbou 2","Gold Bear","N/A","Ryuudouji shimon no inbou 2: một cựu giáo viên khoa học nhận được một tài liệu tuyển dụng bí ẩn, mời anh ta đến một trường học có uy tín. tuy nhiên, trường học này có vẻ như không phải chỉ có mình mục đích là học...","Ahegao|Anal|Bạo dâm - Bdsm|Big Boobs|Blow Job|Bondage|Boob Job|Double Penetration|Foot Job|Megane|Mind Break|Mind Control|Hiếp dâm - Rape|Nữ Sinh - School Girl|Sex Toy|Stocking|Teacher|Threesome|Ugly Bastard|Vietsub","N/A","https://e.streamqq.com/videos/6695e4dfb1b146ab130f167b/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Tsun m gyutto shibatte shidoushite the animation 1","Pink Pineapple","N/A","Tsun m gyutto shibatte shidoushite the animation 1: takeshi là một giáo viên huấn luyện lớp bơi, anh có sở thích s&m (trói buộc khi làm tình). anh và saki cô gái đội trưởng lớp bơi xinh đẹp tính cách tsundere, nơi anh đang huấn luyện, lúc ở trường họ chỉ là thầy trò bình thường. khi tan trường họ lại là cặp người yêu, saki hay ghé qua nhà takeshi để nấu nướng cũng như địt với anh. một ngày nọ cô phát hiện đống tạp trí s&m của anh trong phòng cô quá bực tức khi mà anh quan hệ với cô kiểu bình thường trong khi thực ra lại hứng thú với s&m hơn. mặc dù mắng nhiếc anh nhưng sau cùng saki lại chiều lòng sở thích của em người yêu mình, cô yêu cầu takeshi hãy áp dụng thuật s&m với mình...","Bạo dâm - Bdsm|Big Boobs|Blow Job|Bondage|Đồ Bơi|Nữ Sinh - School Girl|Teacher|Tsundere|Vietsub","N/A","https://e.streamqq.com/videos/6694fb44370a3121ab078d2a/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Ura jutaijima 1","T-Rex","N/A","Ura jutaijima 1: chuyến đi thực địa của các sinh viên và giáo viên, một tai nạn đã xảy ra, tàu bị đắm trong một cơn bão. một vài em học sinh và một cậu học trò xấu xí, bị ghét và bị bắt nạt ở trường, trôi dạt đến nơi an toàn trên một hòn đảo hoang. các cô gái bị nhiễm virus kỳ lạ và sẽ chết nếu không được chữa trị. cách duy nhất để các cô gái sống sót khỏi virus là sữa chua dịch ...","Ahegao|Anal|Big Boobs|Blow Job|Bondage|Boob Job|Dark Skin|Foot Job|Gang Bang|Harem|Milf|Mind Break|Nữ Sinh - School Girl|Stocking|Teacher|Ugly Bastard|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6694fb45ba2e36615401b0d8/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Ura jutaijima 2","T-Rex","N/A","Ura jutaijima 2: chuyến đi thực địa của các sinh viên và giáo viên, một tai nạn đã xảy ra, tàu bị đắm trong một cơn bão. một vài em học sinh và một cậu học trò xấu xí, bị ghét và bị bắt nạt ở trường, trôi dạt đến nơi an toàn trên một hòn đảo hoang. các cô gái bị nhiễm virus kỳ lạ và sẽ chết nếu không được chữa trị. cách duy nhất để các cô gái sống sót khỏi virus là tinh trùng dịch ...","Ahegao|Anal|Big Boobs|Blow Job|Bondage|Boob Job|Dark Skin|Foot Job|Gang Bang|Harem|Milf|Mind Break|Nữ Sinh - School Girl|Stocking|Teacher|Ugly Bastard|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6694af0001f67e645c056bed/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Amai choubatsu watashi wa kanshu senyou pet 1","Suiseisha","N/A","Amai choubatsu watashi wa kanshu senyou pet 1: câu chuyện nói về một nhà tù và nội dung xoay quanh cô gái hina saotome trong năm 2020, một nữ tù nhân đang bị giam giữ, mặc dù cô ấy vô tội và aki myoujin, một anh chàng quản ngục điển trai lạnh lùng và ác dâm. trái tim và cơ thể của hina phải hứng chịu những đợt kiểm tra cơ thể vô cảm nhưng lại ngọt ngào của myoujin trong mối tình quản ngục - tù nhân này. ta sẽ bắt cô và giam lại, đừng hòng chạy trốn","Big Boobs|Bondage|Mind Control|Plot|Hiếp dâm - Rape|Romance|Virgin|Vietsub|NTR","N/A","https://e.streamqq.com/videos/6694aefec5aaf7af8a02a1ef/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Angelium 1","Appp","N/A","Angelium 1: nào hãy đến với vùng đất thần thoại hi lạp và núi olympia nơi những vị thần tối cao đang ngự tri. và những vị thần được anime hóa theo phong cách của nhật bản.","Big Boobs|Blow Job|Đồ Bơi|Plot|Hiếp dâm - Rape|Stocking|Xúc tua - Tentacle|Vanilla|Vietsub|Không Che","N/A","https://e.streamqq.com/videos/669c9a023e0bd2f1f404e1ca/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Angelium 2","Appp","N/A","Angelium 2: nào hãy đến với vùng đất thần thoại hi lạp và núi olympia nơi những vị thần tối cao đang ngự tri. và những vị thần được anime hóa theo phong cách của nhật bản.","Big Boobs|Blow Job|Đồ Bơi|Plot|Hiếp dâm - Rape|Stocking|Xúc tua - Tentacle|Vanilla|Vietsub|Không Che","N/A","https://e.streamqq.com/videos/6698ed0ed04cd3115a0d7acb/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Cosplay rakuen 1","Toranoana","N/A","Cosplay rakuen 1: một câu chuyện về hai cô gái cùng có mối chịch yêu đương cùng người thầy và họ có làm tình tình dục cùng nhau. với các đồng phục cosplay, điều dưỡng và đồ bơi...","Big Boobs|Blow Job|Boob Job|Đồ Bơi|Foot Job|Nữ Sinh - School Girl|Stocking|Threesome|Y Tá|Vietsub","N/A","https://e.streamqq.com/videos/669c9a03e7a695eaa60d5b29/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Hot juicy teacher (onna kyoushi) 1","Japananime","N/A","Hot juicy teacher (onna kyoushi) 1: hắn ta, trước đó là một học sinh hiền lành, tốt bụng đã bị cáo buộc trong một vụ cưỡng dục bởi chính giáo viên người mà hắn đã giải cứu. gia đình, bạn bè, người thân kể từ đó hắn xa lánh rời bỏ hắn. hắn phải tới một nơi xa xôi để sống một cuộc sống mới cũng như ngôi trường mới. cũng kể từ đó bản tính hắn ta đã thay đổi, hắn rất hận các giáo viên nữ. tại trường mới, với mong muốn trả đũa của mình, và thuần phục mọi giáo viên trong trường, tha hóa các nữ giáo viên thành nô lệ của mình từ giáo viên toán, hóa, khoa học xã hội... khá là dễ dàng. con mồi cuối cùng hắn muốn là giáo viên tiếng anh, con của thầy giám thị. một cô gái xinh đẹp, sắc xảo, một người cực kì khó đoán và nham hiểm. linh tính đã nhắc hắn rằng cô ta không đơn giản chút nào... nhưng liệu hắn có thể chạm tới cô ta để thực hiện trọn vẹn mục đích của mình hay là lại bị ăn loz!?","Anal|Bạo dâm - Bdsm|Big Boobs|Blow Job|Bondage|Double Penetration|Đồ Bơi|Femdom|Foot Job|Gang Bang|Megane|Mind Break|Hiếp dâm - Rape|Sex Toy|Stocking|Teacher|Threesome|Thủ Dâm|Virgin|Vietsub|Không Che","N/A","https://e.streamqq.com/videos/6695e4df8967e2ed190e192c/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Hot juicy teacher (onna kyoushi) 2","Japananime","N/A","Hot juicy teacher (onna kyoushi) 2: hắn ta, trước đó là một học sinh hiền lành, tốt bụng đã bị cáo buộc trong một vụ cưỡng dâm bởi chính giáo viên người mà hắn đã giải cứu. gia đình, bạn bè, người thân kể từ đó hắn xa lánh rời bỏ hắn. hắn phải tới một nơi xa xôi để sống một cuộc sống mới cũng như ngôi trường mới. cũng kể từ đó bản tính hắn ta đã thay đổi, hắn rất hận các giáo viên nữ. tại trường mới, với mong muốn trả đũa của mình, và thuần phục mọi giáo viên trong trường, tha hóa các nữ giáo viên thành nô lệ của mình từ giáo viên toán, hóa, khoa học xã hội... khá là dễ dàng. con mồi cuối cùng hắn muốn là giáo viên tiếng anh, con của giám thị. một cô gái xinh đẹp, sắc xảo, một người cực kì khó đoán và nham hiểm. linh tính đã nhắc hắn rằng cô ta không đơn giản chút nào... nhưng liệu hắn có thể chạm tới cô ta để thực hiện trọn vẹn mục đích của mình hay là lại bị ăn loz!?","Anal|Bạo dâm - Bdsm|Big Boobs|Blow Job|Bondage|Double Penetration|Đồ Bơi|Femdom|Foot Job|Gang Bang|Megane|Mind Break|Hiếp dâm - Rape|Sex Toy|Stocking|Teacher|Threesome|Thủ Dâm|Virgin|Vietsub|Không Che","N/A","https://e.streamqq.com/videos/669d19fa2ace10ae830f7966/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Hot juicy teacher (onna kyoushi) 3","Japananime","N/A","Hot juicy teacher (onna kyoushi) 3: hắn ta, trước đó là một học sinh hiền lành, tốt bụng đã bị cáo buộc trong một vụ hấp diêm bởi chính giáo viên người mà hắn đã giải cứu. gia đình, bạn bè, người thân kể từ đó hắn xa lánh rời bỏ hắn. hắn phải tới một nơi xa xôi để sống một cuộc sống mới cũng như ngôi trường mới. cũng kể từ đó bản tính hắn ta đã thay đổi, hắn rất hận các giáo viên nữ. tại trường mới, với mong muốn trả đũa của mình, và thuần phục mọi giáo viên trong trường, tha hóa các nữ giáo viên thành nô lệ của mình từ giáo viên toán, hóa, khoa học xã hội... khá là dễ dàng. con mồi cuối cùng hắn muốn là giáo viên tiếng anh, con của thầy hiệu trưởng. một cô gái xinh đẹp, sắc xảo, một người cực kì khó đoán và nham hiểm. linh tính đã nhắc hắn rằng cô ta không đơn giản chút nào... nhưng liệu hắn có thể chạm tới cô ta để thực hiện trọn vẹn mục đích của mình hay là lại bị ăn loz!?","Anal|Bạo dâm - Bdsm|Big Boobs|Blow Job|Bondage|Double Penetration|Đồ Bơi|Femdom|Foot Job|Gang Bang|Megane|Mind Break|Hiếp dâm - Rape|Sex Toy|Stocking|Teacher|Threesome|Thủ Dâm|Virgin|Vietsub|Không Che","N/A","https://e.streamqq.com/videos/669d19fd37ced3f9470962c6/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Idol kyousei sousa 1","Alles","N/A","Idol kyousei sousa 1: chuyển thể từ manga của crimson. nội dung về một cô idol bị điều khiển bởi một chiếc điện thoại ác quỷ. với những ai sở hữu nó đều có thể chụp ảnh mọi cô gái và... khiến họ làm mọi thứ mà mình muốn. và đó là một sản phẩm của ma giới. đây là câu chuyện về những cô gái và nạn nhân của chiếc điện thoại này.","Mind Control|Hiếp dâm - Rape|Sex Toy|Stocking|Thủ Dâm|Ugly Bastard|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6694aefee6f9058df7035ad2/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Idol kyousei sousa 2","Alles","N/A","Idol kyousei sousa 2: chuyển thể từ manga của crimson. nội dung về một cô idol bị điều khiển bởi một chiếc điện thoại ác quỷ. với những ai sở hữu nó đều có thể chụp ảnh mọi cô gái và... khiến họ làm mọi thứ mà mình muốn. và đó là một sản phẩm của ma giới. đây là câu chuyện về những cô gái và nạn nhân của chiếc điện thoại này.","Mind Control|Hiếp dâm - Rape|Sex Toy|Stocking|Thủ Dâm|Ugly Bastard|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6694aefeeebce7815000515a/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Imako system 1","Queen Bee","N/A","Imako system 1: phim được chuyển thể từ manga sáng tác bởi midori no ruupe. nội dung chính xoay quanh câu chuyện của đôi sinh viên yêu nhau với những tình tiết hài hước. và việc dùng thuốc kích dục trong nắc của họ...","Ahegao|Anal|Blow Job|Femdom|Loli|Megane|Mind Control|Nữ Sinh - School Girl|Stocking|Tsundere|Vietsub|NTR","N/A","https://e.streamqq.com/videos/6695e4dfe932ae41ef039366/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Imako system 2","Queen Bee","N/A","Imako system 2: phim được chuyển thể từ manga sáng tác bởi midori no ruupe. nội dung chính xoay quanh câu chuyện của đôi sinh viên yêu nhau với những tình tiết hài hước. và việc dùng thuốc kích dục trong đụ của họ...","Ahegao|Anal|Blow Job|Femdom|Loli|Megane|Mind Control|Nữ Sinh - School Girl|Stocking|Tsundere|Vietsub|NTR","N/A","https://e.streamqq.com/videos/669c9a04750e76320b0f1d02/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Imouto paradise 3 the animation 2","Showten","N/A","Imouto paradise 3 the animation 2: bố má đi bàn việc làm ăn xa nhà, yuuichi phải gồng gánh 5 đứa người tình cũng như chăm sóc chúng trong kì nghỉ hè. anh muốn tận dụng cơ hội này để được gần gũi hơn với nhân tình của mình, nhưng mà gần gũi như thế nào chứ nhỉ chắc phải có cách gì mới lạ một chút.","Big Boobs|Blow Job|Femdom|Harem|Loạn Luân|Loli|Stocking|Tsundere|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6694aefe5ba40a91fd0e847c/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Konna ni yasashiku sareta no 2","Queen Bee","N/A","Konna ni yasashiku sareta no 2: phim được chuyển thể từ manga của tác giả kishizuka kenji. gồm nhiều chapter khác nhau từ cô chị gái lớp trên tsundere yêu anh chàng hay mộng mơ đóng giả trap, bà chủ khách sạn nứng hay bị hoang tưởng về những thứ hư hỏng, người tình giữ đền hiền hậu, cô hộ lý vụng về đáng yêu chăm sóc bệnh nhân bằng phương pháp đặc biệt, nữ nhiên viên văn phòng xinh đẹp và cuối cùng là người má dâm dục. sẽ được gói lại trong 3 tập phim.","Anal|Big Boobs|Blow Job|Boob Job|Double Penetration|Foot Job|Gang Bang|Hầu gái - Maid|Milf|Nữ Sinh - School Girl|Stocking|Threesome|Thủ Dâm|Trap|Tsundere|Ugly Bastard|Y Tá|Vietsub","N/A","https://e.streamqq.com/videos/6694aeffb7074070ff0910d7/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Kunoichi sakuya 1","Schoolzone","N/A","Kunoichi sakuya 1: phim được chuyển thể từ game của lune. nội dung xoay quanh về ba anh em ninja. khi anh trai phản bội làng của mình để theo làng khác. trong khi hai cô em thì đi tìm anh mình mong anh sẽ quay đầu nhưng...","Anal|Big Boobs|Blow Job|Bondage|Double Penetration|Gang Bang|Mind Break|Orgy|Hiếp dâm - Rape|Stocking|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6694fb44510e44301a0277bd/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Kunoichi sakuya 2","Schoolzone","N/A","Kunoichi sakuya 2: phim được chuyển thể từ game của lune. nội dung xoay quanh về ba anh em ninja. khi anh trai phản bội làng của mình để theo làng khác. trong khi hai cô em thì đi tìm anh mình mong anh sẽ quay đầu nhưng...","Anal|Big Boobs|Blow Job|Bondage|Double Penetration|Gang Bang|Mind Break|Orgy|Hiếp dâm - Rape|Stocking|Virgin|Vietsub","N/A","https://e.streamqq.com/videos/6694aefe1e4d277a770222ad/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Moke moke taishou dendo musume arisa 1","Green Bunny","N/A","Moke moke taishou dendo musume arisa 1: một cặp anh em họ đang quản lí một tiệm cafe mà người má đã mất của họ để lại. người cha vốn là một tiến sĩ rất nổi tiếng, nhưng ông dần bị sexy vào việc nghiên cứu android, rồi dần bị mọi người xa lánh, cuối cùng ông biến mất. một ngày nọ, đi kèm với một tiếng nổ lớn, một cô gái rơi từ trên trời xuống...","Blow Job|Loạn Luân|Loli|Hầu gái - Maid|Plot|Hiếp dâm - Rape|Vanilla|Yuri|Vietsub|Không Che","N/A","https://e.streamqq.com/videos/669c9a02b94411662a02c781/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
"Moke moke taishou dendo musume arisa 2","Green Bunny","N/A","Moke moke taishou dendo musume arisa 2: một cặp anh em họ đang quản lí một tiệm cafe mà người má đã mất của họ để lại. người cha vốn là một tiến sĩ rất nổi tiếng, nhưng ông dần bị sexy vào việc nghiên cứu android, rồi dần bị mọi người xa lánh, cuối cùng ông biến mất. một ngày nọ, đi kèm với một tiếng nổ lớn, một cô gái rơi từ trên trời xuống...","Blow Job|Loạn Luân|Loli|Hầu gái - Maid|Plot|Hiếp dâm - Rape|Vanilla|Yuri|Vietsub|Không Che","N/A","https://e.streamqq.com/videos/669c9a06626a7bf0620a4b59/play?event_id=player-wrapper&adTag=https%3A%2F%2Fvast.flimora.top%2Fhentaivietsub.com"
